bar,beer,price
Pollyanna Brewing Company,Golden,4.5
Pollyanna Brewing Company,Wheat Beer,6.83
Pollyanna Brewing Company,Humbles Blond Ale,5.52
Pollyanna Brewing Company,Scarlet Fire IPA,9.16
Pollyanna Brewing Company,Mt. Takhoma Blonde Ale,4.51
Pollyanna Brewing Company,Admiral ESB,6.42
Pollyanna Brewing Company,Wheat Hook,5.18
Pollyanna Brewing Company,Admiral ESB,8.36
Pollyanna Brewing Company,Poseidon Imperial Stout,6.42
BuckleDown Brewing,DPA,8.89
BuckleDown Brewing,Old Bawdy 2006,8.97
BuckleDown Brewing,Pale Ale,9.43
BuckleDown Brewing,Barnstormer Brown Ale,7.53
BuckleDown Brewing,Wheat Hook,6.8
BuckleDown Brewing,Faux Paddy Irish Ale,8.12
BuckleDown Brewing,N.W. Pale Ale,6.41
BuckleDown Brewing,Kirkland Ale,5.83
BuckleDown Brewing,Firehouse Red,6.31
BuckleDown Brewing,Moss Bay Extra,5.96
Destihl Brewery,Possession Porter,9.33
Destihl Brewery,Clipper Gold Hefeweizen,6.7
Destihl Brewery,Nut Brown Ale,9.11
Destihl Brewery,LaConner Pilsener,7.42
Destihl Brewery,Steelie Brown Ale,8.59
Destihl Brewery,Hammerhead Ale,6.76
Destihl Brewery,Snow Cap,8.4
Destihl Brewery,Sun Fest,8.81
Destihl Brewery,Gale Force IPA,5.34
Destihl Brewery,Spring Bock,7.14
Summit Brewing Company,Foster Child Australian Lager,7.44
Summit Brewing Company,Hefe Weizen,8.63
Summit Brewing Company,Alembic Pale,5.54
Summit Brewing Company,Pseudo Lambic Framboise,6.73
Summit Brewing Company,Dutch Girl Lager,7.66
Summit Brewing Company,Bhagwan's Best IPA,6.65
Summit Brewing Company,Curve Ball,5.98
Summit Brewing Company,Moss Bay Extra,5.07
Summit Brewing Company,Homeport Blonde,6.48
Summit Brewing Company,Homeport Blonde,9.3
Latitude 42 Brewing Company,Imperial Stout,4.86
Latitude 42 Brewing Company,Hoptoberfest,8.49
Latitude 42 Brewing Company,Baron Pilsner,5.18
Latitude 42 Brewing Company,5 |000 Year Ale,9.37
Latitude 42 Brewing Company,Pyramid Broken Rake,7.7
Latitude 42 Brewing Company,Imperial Stout,5.24
Latitude 42 Brewing Company,Wee Heavy Winter Ale,4.59
Latitude 42 Brewing Company,Barley Wine Ale,8.46
Latitude 42 Brewing Company,Detonator Doppelbock,8.37
Latitude 42 Brewing Company,Icebreaker Barley Wine,6.88
4 Hands Brewing Company,Coal Creek Porter,7.41
4 Hands Brewing Company,Trombipulator,5.48
4 Hands Brewing Company,Hefeweizen,9.2
4 Hands Brewing Company,Belgian White,5.26
4 Hands Brewing Company,Oatmeal Stout,5.02
4 Hands Brewing Company,Hoptoberfest,6.54
4 Hands Brewing Company,Dutch Girl Lager,5.87
4 Hands Brewing Company,Wild Banshee Barleywine,8.67
4 Hands Brewing Company,IPA,5.47
4 Hands Brewing Company,Winterhook Robust Winter Ale 1993,8.06
Surly Brewing Company,E.S.B.,4.74
Surly Brewing Company,Old Bawdy 2006,7
Surly Brewing Company,Navidad,5.77
Surly Brewing Company,Icebreaker Barley Wine,6.65
Surly Brewing Company,Mudshark Porter,6.44
Surly Brewing Company,Steelie Brown Ale,8.22
Surly Brewing Company,Perseus Porter,8.28
Surly Brewing Company,Nebraska Bitter,7.77
Surly Brewing Company,Rye,5.75
Surly Brewing Company,Rye,6.46
Against The Grain Brewery,Lighthouse Ale,8.96
Against The Grain Brewery,XXXXX Stout,6.5
Against The Grain Brewery,Cream Stout,5.1
Against The Grain Brewery,Flagship Red Alt Ale,7.98
Against The Grain Brewery,Icebreaker Barley Wine,7.95
Against The Grain Brewery,LaConner Pilsener,8.42
Against The Grain Brewery,Avatar Jasmine IPA,5.43
Against The Grain Brewery,Poseidon Imperial Stout,9.46
Against The Grain Brewery,Firehouse Red,8.45
Against The Grain Brewery,Baron Helles Bock,5.73
Crazy Mountain Brewing Company,Wheat Beer,4.97
Crazy Mountain Brewing Company,Extra Special Bitter,4.9
Crazy Mountain Brewing Company,Double Black Stout,6.79
Crazy Mountain Brewing Company,Drawbridge Blonde,4.66
Crazy Mountain Brewing Company,Redhook Long Hammer IPA,9.26
Crazy Mountain Brewing Company,Golden Ale,6.24
Crazy Mountain Brewing Company,Heat Seeker Hefe,6.48
Crazy Mountain Brewing Company,Possession Porter,4.5
Crazy Mountain Brewing Company,Luna Weizen,7.84
Crazy Mountain Brewing Company,Hefeweizen,4.79
SlapShot Brewing Company,Grand Cru,6.63
SlapShot Brewing Company,Icebreaker Barley Wine,5.36
SlapShot Brewing Company,Riot Ale,4.83
SlapShot Brewing Company,Kilt Lifter Scotch Ale,5.43
SlapShot Brewing Company,Baron Oktoberfest,6.23
SlapShot Brewing Company,Terminator Stout,5.69
SlapShot Brewing Company,Admiral ESB,6.68
SlapShot Brewing Company,Whoville Weizenbock,8.62
SlapShot Brewing Company,Doppel Bock,8.25
SlapShot Brewing Company,Thornton Creel Ale,5.94
Mikerphone Brewing,E.S.B.,7.82
Mikerphone Brewing,Yellowjacket Pale Ale,4.92
Mikerphone Brewing,Old Bawdy 2006,4.98
Mikerphone Brewing,Highwater Porter,7.06
Mikerphone Brewing,Gale Force IPA,7.43
Mikerphone Brewing,Nebraska Bitter,7.12
Mikerphone Brewing,Snow Melt Nitrogen Pale,5.84
Mikerphone Brewing,Bhagwan's Best IPA,6.21
Mikerphone Brewing,AK-47 Malt Liquor,8.05
Mikerphone Brewing,Barley Wine Ale,6.32
Freetail Brewing Company,Two Frog Dubbel,4.96
Freetail Brewing Company,The Immortal IPA,5.03
Freetail Brewing Company,Icebreaker Barley Wine,8.25
Freetail Brewing Company,Foster Child Australian Lager,5.93
Freetail Brewing Company,Silk Lady,7.55
Freetail Brewing Company,Red Card Lager,8.87
Freetail Brewing Company,Lava Rock Porter,8.63
Freetail Brewing Company,Belgian White,6.34
Freetail Brewing Company,Auld Acquaintance Spiced Ale,8.9
Freetail Brewing Company,El Jefe Weizen Ale,5.7
3 Daughters Brewing,Salmon Bay E.S.B.,8.46
3 Daughters Brewing,Bourbon Barrel Stout,9.45
3 Daughters Brewing,Pyramid Broken Rake,6.83
3 Daughters Brewing,5 |000 Year Ale,5.91
3 Daughters Brewing,Perseus Porter,4.96
3 Daughters Brewing,Golden Ale,7.33
3 Daughters Brewing,Prime Time Pale Ale,6.81
3 Daughters Brewing,Tilted Kilt Ale,8.73
3 Daughters Brewing,Steamer Glide Stout,4.52
3 Daughters Brewing,Industrial IPA,7.33
Red Shedman Farm Brewery and Hop...,Hefeweizen,9.22
Red Shedman Farm Brewery and Hop...,Amber Weizen,9.07
Red Shedman Farm Brewery and Hop...,LaConner Pilsener,6.01
Red Shedman Farm Brewery and Hop...,Weisse,7.98
Red Shedman Farm Brewery and Hop...,Old Seattle Lager,5.48
Red Shedman Farm Brewery and Hop...,Amber Weizen,7.36
Red Shedman Farm Brewery and Hop...,Drawbridge Blonde,6.84
Red Shedman Farm Brewery and Hop...,Irish Style Ale,5.4
Red Shedman Farm Brewery and Hop...,BiFrÃ¶st Winter Ale,6.47
Red Shedman Farm Brewery and Hop...,Pyramid Apricot Weizen,9.26
Appalachian Mountain Brewery,Organic India Pale Ale,8.5
Appalachian Mountain Brewery,Troll Porter,6.14
Appalachian Mountain Brewery,Steelie Brown Ale,7.55
Appalachian Mountain Brewery,Prime Time Pale Ale,7.73
Appalachian Mountain Brewery,India Pale Ale,9.39
Appalachian Mountain Brewery,Kirkland Ale,7.88
Appalachian Mountain Brewery,Heat Seeker Hefe,7.28
Appalachian Mountain Brewery,Three Threads Porter,8.78
Appalachian Mountain Brewery,LaConner Pilsener,4.98
Appalachian Mountain Brewery,Cyclops Barleywine,6.68
Birdsong Brewing Company,Roza Reserve,6.99
Birdsong Brewing Company,Yellowjacket Pale Ale,8.55
Birdsong Brewing Company,Kirkland Ale,4.68
Birdsong Brewing Company,Hart Espresso Stout,8.41
Birdsong Brewing Company,Sun Fest,7.36
Birdsong Brewing Company,Hefeweizen,5.46
Birdsong Brewing Company,India Pale Ale,4.98
Birdsong Brewing Company,Mongoose IPA,7.18
Birdsong Brewing Company,Thornton Creel Ale,4.93
Birdsong Brewing Company,Amber Ale,5.97
Union Craft Brewing,Admiral ESB,5.87
Union Craft Brewing,Afterburner IPA,9.33
Union Craft Brewing,Hefeweizen,8.19
Union Craft Brewing,Troll Porter,6.21
Union Craft Brewing,Oktoberfest,4.84
Union Craft Brewing,Light,7.76
Union Craft Brewing,Pale Ale,8.5
Union Craft Brewing,Pale Ale,7.27
Union Craft Brewing,Barleywine,8.86
Union Craft Brewing,The Wise ESB,6.69
Atwater Brewery,Wild Salmon Pale Ale,6.89
Atwater Brewery,DPA,7.81
Atwater Brewery,Scotch brand Ale,6.99
Atwater Brewery,Prime Time Pale Ale,7.25
Atwater Brewery,Kilt Lifter Scotch Ale,7.99
Atwater Brewery,Irish Stout,6.89
Atwater Brewery,Golden,8.57
Atwater Brewery,Spring Bock,6.63
Atwater Brewery,Fauntleroy Stout,9.48
Atwater Brewery,Jolly Roger,5.57
Ale Asylum,Flagship Red Alt Ale,6.57
Ale Asylum,Steelie Brown Ale,8.74
Ale Asylum,Coal Creek Porter,7.19
Ale Asylum,Brown's Point ESB,4.54
Ale Asylum,Amber Ale,5.56
Ale Asylum,Perseus Porter,8.08
Ale Asylum,Bock,8.81
Ale Asylum,India Pale Ale,8.56
Ale Asylum,Scotch brand Ale,5.51
Ale Asylum,Avatar Jasmine IPA,5.46
Two Brothers Brewing Company,Kirkland Ale,8.95
Two Brothers Brewing Company,Pale Ale,7.95
Two Brothers Brewing Company,Salmon Bay E.S.B.,9.11
Two Brothers Brewing Company,Terminator Stout,6.89
Two Brothers Brewing Company,ESB,4.76
Two Brothers Brewing Company,Rat City IPA,4.8
Two Brothers Brewing Company,Castaway Barley Wine Winter Ale,5.76
Two Brothers Brewing Company,Danger Ale,6.38
Two Brothers Brewing Company,Winterhook Robust Winter Ale 1993,6.01
Two Brothers Brewing Company,XXXXX Stout,6.27
Bent Paddle Brewing Company,Scarlet Fire IPA,8.42
Bent Paddle Brewing Company,Poseidon Imperial Stout,7.09
Bent Paddle Brewing Company,Hefeweizen,6.14
Bent Paddle Brewing Company,LaConner Pilsener,5.3
Bent Paddle Brewing Company,Puget Porter,8.83
Bent Paddle Brewing Company,Blonde Ale,8.39
Bent Paddle Brewing Company,Sun Fest,8.85
Bent Paddle Brewing Company,Heat Seeker Hefe,9.28
Bent Paddle Brewing Company,Penitentiary Porter,8.74
Bent Paddle Brewing Company,Puget Brown Porter,7.2
Bell's Brewery,Clipper Gold Hefeweizen,6.45
Bell's Brewery,Steelie Brown Ale,5.15
Bell's Brewery,Oatmeal Stout,8.73
Bell's Brewery,Skagit Brown Ale,8.65
Bell's Brewery,Leviathan 2004,8.75
Bell's Brewery,ESB,6.34
Bell's Brewery,Weissbier,6.01
Bell's Brewery,Bourbon Barrel Stout,5.97
Bell's Brewery,Homeport Blonde,7.1
Bell's Brewery,Firehouse Red,8.66
Blue Owl Brewing,Spiced Ale,6.28
Blue Owl Brewing,Ambrosia Maibock,6.49
Blue Owl Brewing,Steamer Glide Stout,5.47
Blue Owl Brewing,Brown Ale,8.75
Blue Owl Brewing,Loki,7.92
Blue Owl Brewing,Deep Powder Winter Ale,7.87
Blue Owl Brewing,Organic India Pale Ale,6.72
Blue Owl Brewing,Amber Ale,6.17
Blue Owl Brewing,Lighthouse Ale,6.35
Blue Owl Brewing,Curve Ball,5.23
Speakasy Ales & Lagers,Bottleworks IPA,4.83
Speakasy Ales & Lagers,Baron Pilsner,5.9
Speakasy Ales & Lagers,Pale Ale,8.02
Speakasy Ales & Lagers,Possession Porter,9.21
Speakasy Ales & Lagers,BÃªte Blanche,8.99
Speakasy Ales & Lagers,Old Rip Oatmeal Stout,6.71
Speakasy Ales & Lagers,Puget Porter,7.34
Speakasy Ales & Lagers,Brown Ale,8.76
Speakasy Ales & Lagers,Avatar Jasmine IPA,7.01
Speakasy Ales & Lagers,IPA,8.17
Black Tooth Brewing Company,Thunder Head IPA,9.41
Black Tooth Brewing Company,Tacoma Brew,6.41
Black Tooth Brewing Company,Spring Bock,8.43
Black Tooth Brewing Company,Winterhook Robust Winter Ale 2000,6.98
Black Tooth Brewing Company,Hefeweizen,6.61
Black Tooth Brewing Company,Heat Seeker Hefe,7.43
Black Tooth Brewing Company,Vashon Old Stock Ale,4.66
Black Tooth Brewing Company,Golden,7.96
Black Tooth Brewing Company,Thunder Head IPA,5.44
Black Tooth Brewing Company,Ambrosia Maibock,8.71
Hopworks Urban Brewery,Steamer Glide Stout,4.52
Hopworks Urban Brewery,India Pale Ale,9.4
Hopworks Urban Brewery,Sun Fest,7.34
Hopworks Urban Brewery,Monkfish Tripel,5.41
Hopworks Urban Brewery,Extra Special Bitter,8.07
Hopworks Urban Brewery,Slam Dunkelweizen,6.99
Hopworks Urban Brewery,Blonde Ale,8.98
Hopworks Urban Brewery,Moss Bay Extra,4.85
Hopworks Urban Brewery,Warminster Special Bitter,9.31
Hopworks Urban Brewery,Snow Cap,5.91
Epic Brewing,Golden,7.6
Epic Brewing,Wheat Beer,6.58
Epic Brewing,Apricot Weizen Ale,4.95
Epic Brewing,Oak Stout,7.88
Epic Brewing,10 Squared (10Â²),5.91
Epic Brewing,Silk Lady,7.23
Epic Brewing,Pinnacle Peak Pale Ale,5.85
Epic Brewing,N.W. Pale Ale,8.38
Epic Brewing,Detonator Doppelbock,4.66
Epic Brewing,Extra Special Bitter,5.85
New Belgium Brewing Company,Skagit Brown Ale,4.71
New Belgium Brewing Company,Spiced Ale,5.05
New Belgium Brewing Company,Porter,4.88
New Belgium Brewing Company,Scarlet Fire IPA,6.33
New Belgium Brewing Company,Hefe Weizen,8.93
New Belgium Brewing Company,Snow Cap,4.63
New Belgium Brewing Company,Belgian White,8.6
New Belgium Brewing Company,Tacoma Brew,7.67
New Belgium Brewing Company,Old Rip Oatmeal Stout,6.66
New Belgium Brewing Company,Fauntleroy Stout,9.1
Sierra Nevada Brewing Company,Oktoberfest,9.31
Sierra Nevada Brewing Company,Elysian Fields Pale Ale,7.33
Sierra Nevada Brewing Company,Oatmeal Stout,8.38
Sierra Nevada Brewing Company,Driftwood Ale,9.48
Sierra Nevada Brewing Company,Bhagwan's Best IPA,6.15
Sierra Nevada Brewing Company,Sequoia Red,5.42
Sierra Nevada Brewing Company,Avatar Jasmine IPA,8.76
Sierra Nevada Brewing Company,BÃªte Blanche,5.97
Sierra Nevada Brewing Company,Frosty Frog,8.93
Sierra Nevada Brewing Company,Trombipulator,7.93
Keweenaw Brewing Company,Sequoia Red,7.86
Keweenaw Brewing Company,Steelie Brown Ale,7.82
Keweenaw Brewing Company,Winterhook Robust Winter Ale 2000,5.27
Keweenaw Brewing Company,WinterFish Ale,8.17
Keweenaw Brewing Company,Snow Cap,7.55
Keweenaw Brewing Company,Wild Banshee Barleywine,6.29
Keweenaw Brewing Company,Firehouse Red,6.75
Keweenaw Brewing Company,Imperial I.P.A.,8.2
Keweenaw Brewing Company,Nightwatch Dark Ale,8.94
Keweenaw Brewing Company,Best Bitter,7.2
Brewery Terra Firma,Sequoia Red,7.15
Brewery Terra Firma,Amber Ale,8.65
Brewery Terra Firma,Baron Pilsner,7.27
Brewery Terra Firma,Foster Child Australian Lager,7.62
Brewery Terra Firma,Rye,5.32
Brewery Terra Firma,Nebraska Bitter,8.73
Brewery Terra Firma,India Pale Ale,7.22
Brewery Terra Firma,Detonator Doppelbock,7.96
Brewery Terra Firma,AK-47 Malt Liquor,6.49
Brewery Terra Firma,Humbles Blond Ale,8.84
Grey Sail Brewing Company,Pyramid Broken Rake,9.28
Grey Sail Brewing Company,Double Diamond Winter,7.21
Grey Sail Brewing Company,Oak Stout,6.72
Grey Sail Brewing Company,Nebraska Bitter,8.62
Grey Sail Brewing Company,Yellowjacket Pale Ale,7.84
Grey Sail Brewing Company,Organic Amber Ale,6.9
Grey Sail Brewing Company,Cyclops Barleywine,8.94
Grey Sail Brewing Company,Yo Ho Ho Christmas Ale 2001,9
Grey Sail Brewing Company,Alki Ale,8.21
Grey Sail Brewing Company,Amber Weizen,4.75
Kirkwood Station Brewing Company,Detonator Doppelbock,9.43
Kirkwood Station Brewing Company,Golden Ale,5.19
Kirkwood Station Brewing Company,Pale Ale,4.86
Kirkwood Station Brewing Company,No Doubt Stout,6.36
Kirkwood Station Brewing Company,Red Menace Big Amber,8.94
Kirkwood Station Brewing Company,Drawbridge Blonde,8.25
Kirkwood Station Brewing Company,Monkfish Tripel,6.23
Kirkwood Station Brewing Company,IPA,7.3
Kirkwood Station Brewing Company,Baron Pilsner,5.35
Kirkwood Station Brewing Company,Extra Special Bitter,7.08
Goose Island Brewing Company,Poseidon Imperial Stout,7.25
Goose Island Brewing Company,First Flight Amber Ale,6.27
Goose Island Brewing Company,Scarlet Fire IPA,6.17
Goose Island Brewing Company,India Pale Ale,6.09
Goose Island Brewing Company,Krystal Weizen,5.24
Goose Island Brewing Company,Humbles Blond Ale,7.49
Goose Island Brewing Company,XXXXX Stout,8.8
Goose Island Brewing Company,India Pale Ale,5.59
Goose Island Brewing Company,Krystal Weizen,6.66
Goose Island Brewing Company,Alki Ale,6.51
Broad Brook Brewing LLC,Jolly Roger,8.09
Broad Brook Brewing LLC,Wee Heavy Winter Ale,5.48
Broad Brook Brewing LLC,Nightwatch Dark Ale,9.46
Broad Brook Brewing LLC,Snow Cap,9.22
Broad Brook Brewing LLC,Baron Helles Bock,4.97
Broad Brook Brewing LLC,Frosty Frog,6.13
Broad Brook Brewing LLC,Imperial Pale,5.55
Broad Brook Brewing LLC,Trumpeter,6.83
Broad Brook Brewing LLC,Skibbereen Stout,4.79
Broad Brook Brewing LLC,Alki Ale,8.92
The Lion Brewery,Monkfish Tripel,4.62
The Lion Brewery,Jolly Roger,6.03
The Lion Brewery,India Pale Ale,6.25
The Lion Brewery,Curve Ball,7.09
The Lion Brewery,Baron Oktoberfest,7.39
The Lion Brewery,Pale Ale,6.63
The Lion Brewery,Poseidon Imperial Stout,8.34
The Lion Brewery,Curve Ball,6.94
The Lion Brewery,Pyramid Amber Weizen,6.67
The Lion Brewery,Nut Brown Ale,8.4
Madtree Brewing Company,Hefe Weizen,8.22
Madtree Brewing Company,IPA,9.08
Madtree Brewing Company,Lighthouse Ale,5.14
Madtree Brewing Company,Foster Child Australian Lager,6.86
Madtree Brewing Company,Prime Time Pale Ale,9.18
Madtree Brewing Company,Lighthouse Ale,9.36
Madtree Brewing Company,Irish Style Ale,5.72
Madtree Brewing Company,Pilsner,5.46
Madtree Brewing Company,Farm Frog,7
Madtree Brewing Company,Bhagwan's Best IPA,8.09
Jackie O's Pub & Brewery,Wild Banshee Barleywine,5.83
Jackie O's Pub & Brewery,Imperial Pale,7.38
Jackie O's Pub & Brewery,I.M. Pale,5.43
Jackie O's Pub & Brewery,Moss Bay Extra,8.52
Jackie O's Pub & Brewery,Snow Cap,4.85
Jackie O's Pub & Brewery,Doppel Bock,6.16
Jackie O's Pub & Brewery,Golden Ale,7.29
Jackie O's Pub & Brewery,Rat City IPA,9
Jackie O's Pub & Brewery,Black Hook Porter,8.91
Jackie O's Pub & Brewery,Highwater Porter,6.11
Rhinegeist Brewery,Imperial I.P.A.,6.57
Rhinegeist Brewery,Oktoberfest,6.74
Rhinegeist Brewery,Troll Porter,5.01
Rhinegeist Brewery,Steelie Brown Ale,8.47
Rhinegeist Brewery,Firehouse Red,7.62
Rhinegeist Brewery,Navidad,6.54
Rhinegeist Brewery,Winterhook Robust Winter Ale 2000,5.74
Rhinegeist Brewery,Winterhook Robust Winter Ale 2000,9.28
Rhinegeist Brewery,Golden,7.99
Rhinegeist Brewery,Pyramid Thunderhead IPA,6.9
Warped Wing Brewing Company,Pyramid Broken Rake,8.3
Warped Wing Brewing Company,Brown Ale,5.12
Warped Wing Brewing Company,Imperial Pale,4.85
Warped Wing Brewing Company,Snow Cap,9.18
Warped Wing Brewing Company,Grand Cru,8.6
Warped Wing Brewing Company,LaConner Pilsener,5.21
Warped Wing Brewing Company,Drawbridge Blonde,5.98
Warped Wing Brewing Company,Spring Bock,6.96
Warped Wing Brewing Company,Zephyrus Pilsner,6.98
Warped Wing Brewing Company,The Wise ESB,4.57
Blackrocks Brewery,AK-47 Malt Liquor,6.28
Blackrocks Brewery,The Wise ESB,5.85
Blackrocks Brewery,Auld Acquaintance Spiced Ale,9.13
Blackrocks Brewery,Leviathan 2004,7.17
Blackrocks Brewery,DPA,7.83
Blackrocks Brewery,Baron Schwarzbier,9.13
Blackrocks Brewery,Farm Frog,4.92
Blackrocks Brewery,The Immortal IPA,6.03
Blackrocks Brewery,Imperial Stout,6.79
Blackrocks Brewery,Navidad,5.8
Catawba Valley Brewing Company,Troll Porter,8.09
Catawba Valley Brewing Company,I.M. Pale,8.86
Catawba Valley Brewing Company,Silk Lady,9.09
Catawba Valley Brewing Company,WinterFish Ale,6.54
Catawba Valley Brewing Company,Sick Duck Imperial Stout,7.59
Catawba Valley Brewing Company,Pale Ale,7.65
Catawba Valley Brewing Company,Silk Lady,7.55
Catawba Valley Brewing Company,WinterFish Ale,5.7
Catawba Valley Brewing Company,Redhook Long Hammer IPA,6.46
Catawba Valley Brewing Company,XXXXX Stout,7.85
Tröegs Brewing Company,Afterburner IPA,5.06
Tröegs Brewing Company,Steamer Glide Stout,7.45
Tröegs Brewing Company,Irish Stout,5.75
Tröegs Brewing Company,Irish Style Ale,4.99
Tröegs Brewing Company,Irish Stout,5.64
Tröegs Brewing Company,Steelie Brown Ale,5
Tröegs Brewing Company,Oatmeal Stout,5.86
Tröegs Brewing Company,Puget Brown Porter,6.89
Tröegs Brewing Company,Oatmeal Stout,8.65
Tröegs Brewing Company,IPA,5.39
Mission Brewery,Hefeweizen,5.75
Mission Brewery,Black Mulligan Dublin Stout,5.71
Mission Brewery,Afterburner IPA,4.86
Mission Brewery,Pyramid Broken Rake,8.16
Mission Brewery,Peacemaker Porter,7.49
Mission Brewery,Bock,8.98
Mission Brewery,Old Bawdy 2006,9.46
Mission Brewery,Thunder Head IPA,8.51
Mission Brewery,Organic India Pale Ale,5.41
Mission Brewery,Kilt Lifter Scotch Ale,8.49
Christian Moerlein Brewing Company,Baron Pilsner,9.12
Christian Moerlein Brewing Company,Slam Dunkelweizen,7.69
Christian Moerlein Brewing Company,Catalina Common Lager,9.18
Christian Moerlein Brewing Company,Poseidon Imperial Stout,8.47
Christian Moerlein Brewing Company,Afterburner IPA,7.93
Christian Moerlein Brewing Company,Skibbereen Stout,8.43
Christian Moerlein Brewing Company,Snow Cap,6.93
Christian Moerlein Brewing Company,Amber Ale,7.22
Christian Moerlein Brewing Company,Mt. Takhoma Blonde Ale,6.14
Christian Moerlein Brewing Company,Pilsner,7
West Sixth Brewing,India Pale Ale,8.18
West Sixth Brewing,Pale Ale,7.86
West Sixth Brewing,Homeport Blonde,4.5
West Sixth Brewing,Wee Heavy Winter Ale,8.24
West Sixth Brewing,Spitfire Best Bitter,7.38
West Sixth Brewing,Hoptoberfest,6.96
West Sixth Brewing,Krystal Weizen,9.44
West Sixth Brewing,Pyramid Thunderhead IPA,5.33
West Sixth Brewing,Black Hook Porter,6.83
West Sixth Brewing,Light,9.32
Coastal Extreme Brewing Company,Trombipulator,8.26
Coastal Extreme Brewing Company,Auld Acquaintance Spiced Ale,7.64
Coastal Extreme Brewing Company,Baron Helles Bock,6.68
Coastal Extreme Brewing Company,Old Woody 2005,5.59
Coastal Extreme Brewing Company,10 Squared (10Â²),8.42
Coastal Extreme Brewing Company,Islander Pale Ale,9.34
Coastal Extreme Brewing Company,Wee Heavy Winter Ale,9.11
Coastal Extreme Brewing Company,Best Bitter,5.26
Coastal Extreme Brewing Company,Cyclops Barleywine,6.53
Coastal Extreme Brewing Company,Golden Ale,8.26
